ASV_name	Kingdom	Phylum	Class	Order	Family	Genus	Species
euk_asv210	Eukaryota	Picozoa	Picozoa uc	Picozoa uc	Picozoa uc	Picozoa uc	Picozoa uc_sp.
euk_asv211	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-3	Dino-I-3 uc	Dino-I-3 uc_sp.
euk_asv212	Eukaryota	Ciliophora	Spirotrichea	Hypotrichia	Holostichidae	Holosticha	Holosticha_diademata
euk_asv213	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_sp.
euk_asv214	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros_brevis_3
euk_asv215	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-21	Dino-II-21 uc	Dino-II-21 uc_sp.
euk_asv216	Eukaryota	Katablepharidophyta	Katablepharidaceae	Katablepharidales	Katablepharidales uc	Katablepharidales uc	Katablepharidales uc_sp.
euk_asv217	Eukaryota	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagomonadaceae_clade_A	Pelagomonadaceae_clade_A_sp.
euk_asv218	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Minidiscus	Minidiscus_trioculatus
euk_asv219	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros uc
euk_asv220	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-7	Dino-II-7 uc	Dino-II-7 uc_sp.
euk_asv221	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv222	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales uc	Gymnodiniales uc	Gymnodiniales uc
euk_asv223	Eukaryota	Pseudofungi	MAST-2	MAST-2D	MAST-2D uc	MAST-2D uc	MAST-2D uc_sp.
euk_asv224	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae C	Chrysophyceae C uc	Chrysophyceae C uc_sp.
euk_asv225	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-10-and-11	Dino-II-10-and-11 uc	Dino-II-10-and-11 uc_sp.
euk_asv226	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Entomoneis	Entomoneis uc
euk_asv227	Eukaryota	Radiolaria	RAD-B	RAD-B uc	RAD-B-Group-IV	RAD-B-Group-IV uc	RAD-B-Group-IV uc_sp.
euk_asv228	Eukaryota	Radiolaria	RAD-B	RAD-B uc	RAD-B-Group-IV	RAD-B-Group-IV uc	RAD-B-Group-IV uc_sp.
euk_asv229	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv230	Eukaryota	Opalozoa	MAST-3	MAST-3D	MAST-3D uc	MAST-3D uc	MAST-3D uc_sp.
euk_asv231	Eukaryota	Chlorophyta	Prasino-Clade-V	Pseudoscourfieldiales	Pycnococcaceae	Pycnococcaceae uc	Pycnococcaceae uc_sp.
euk_asv232	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-10-and-11	Dino-II-10-and-11 uc	Dino-II-10-and-11 uc_sp.
euk_asv233	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-3	Dino-I-3 uc	Dino-I-3 uc_sp.
euk_asv234	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos
euk_asv235	Eukaryota	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae D	Stephanoecidae D uc	Stephanoecidae D uc_sp.
euk_asv236	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-9	Dino-II-9 uc	Dino-II-9 uc_sp.
euk_asv237	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Araphid-pennate	Asteroplanus	Asteroplanus_karianus
euk_asv238	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv239	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-16	Dino-II-16 uc	Dino-II-16 uc_sp.
euk_asv240	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-6	Dino-II-6 uc	Dino-II-6 uc_sp.
euk_asv241	Eukaryota	Cercozoa	Phaeodarea	Phaeodarea uc	Phaeodarea uc	Phaeodarea uc	Phaeodarea uc
euk_asv242	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_Q	Strombidiidae_Q uc	Strombidiidae_Q uc_sp.
euk_asv243	Eukaryota	Telonemia	Telonemia uc	Telonemia uc	Telonemia-Group-2	Telonemia-Group-2 uc	Telonemia-Group-2 uc_sp.
euk_asv244	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Coscinodiscophyceae	Melosira	Melosira_arctica
euk_asv245	Eukaryota	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_sp.
euk_asv247	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Mantoniella	Mantoniella_squamata
euk_asv248	Eukaryota	Pseudofungi	MAST-1	MAST-1C	MAST-1C uc	MAST-1C uc	MAST-1C uc_sp.
euk_asv249	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Bacillariophyta uc uc	Bacillariophyta uc uc	Bacillariophyta uc uc
euk_asv250	Eukaryota	Ochrophyta	Pelagophyceae	Pelagophyceae uc	Pelagophyceae uc	Pelagophyceae uc	Pelagophyceae uc_sp.
euk_asv251	Eukaryota	Chlorophyta	Pyramimonadales	Pyramimonadales uc	Pyramimonadales uc	Pyramimonas	Pyramimonas_gelidicola
euk_asv252	Eukaryota	Stramenopiles uc	Stramenopiles uc	Stramenopiles uc	Stramenopiles uc	Stramenopiles ucX	Stramenopiles ucX_sp.
euk_asv253	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv254	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas-lineage uc	Cryothecomonas-lineage uc_sp.
euk_asv255	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-2	Dino-I-2 uc	Dino-I-2 uc_sp.
euk_asv256	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-7	Dino-I-7 uc	Dino-I-7 uc_sp.
euk_asv257	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_sp.
euk_asv258	Eukaryota	Radiolaria	RAD-C	RAD-C uc	RAD-C uc	RAD-C uc	RAD-C uc_sp.
euk_asv259	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-7	Dino-II-7 uc	Dino-II-7 uc_sp.
euk_asv260	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv261	Eukaryota	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae H	Diaphanoeca	Diaphanoeca_grandis
euk_asv262	Eukaryota	Sagenista	MAST-8	MAST-8A	MAST-8A uc	MAST-8A uc	MAST-8A uc_sp.
euk_asv263	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_A	Strobilidiidae_A uc	Strobilidiidae_A uc_sp.
euk_asv264	Eukaryota	Opalozoa	MAST-3	MAST-3I	MAST-3I uc	MAST-3I uc	MAST-3I uc_sp.
euk_asv265	Eukaryota	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiales uc	Prymnesiales uc	Prymnesiales uc
euk_asv267	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Nitzschia	Nitzschia_sp.
euk_asv268	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv269	Eukaryota	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_sp.
euk_asv270	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-5	Dino-I-5 uc	Dino-I-5 uc_sp.
euk_asv272	Eukaryota	Opalozoa	MAST-3	MAST-3F	MAST-3F uc	MAST-3F uc	MAST-3F uc_sp.
euk_asv273	Eukaryota	Picozoa	Picozoa uc	Picozoa uc	Picozoa uc	Picozoa uc	Picozoa uc_sp.
euk_asv274	Eukaryota	Ciliophora	Spirotrichea	Tintinnida	Xystonellidae	Xystonellidae uc	Xystonellidae uc
euk_asv275	Eukaryota	Dinoflagellata	Dinophyceae	Dinophysiales	Dinophysiaceae	Dinophysis	Dinophysis_acuminata
euk_asv276	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_B	Leegaardiella	Leegaardiella_sp.
euk_asv277	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv278	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-7	Dino-II-7 uc	Dino-II-7 uc_sp.
euk_asv279	Eukaryota	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_antarctica
euk_asv280	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_H	Strombidiidae_H uc	Strombidiidae_H uc_sp.
euk_asv281	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv282	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv283	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Raphid-pennate uc	Raphid-pennate uc
euk_asv284	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv285	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
euk_asv286	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_I	Pelagostrobilidium	Pelagostrobilidium_sp.
euk_asv287	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochophyceae uc	Pedinellales	Pedinellales uc	Pedinellales uc_sp.
euk_asv289	Eukaryota	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecida uc	Acanthoecida uc	Acanthoecida uc_sp.
euk_asv290	Eukaryota	Ciliophora	Spirotrichea	Tintinnida	Xystonellidae	Xystonellidae uc	Xystonellidae uc
euk_asv291	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II uc	Dino-Group-II uc	Dino-Group-II uc_sp.
euk_asv292	Eukaryota	Stramenopiles uc	Stramenopiles uc	Stramenopiles uc	Stramenopiles uc	Stramenopiles ucX	Stramenopiles ucX_sp.
euk_asv293	Eukaryota	Telonemia	Telonemia uc	Telonemia uc	Telonemia-Group-2	Telonemia-Group-2 uc	Telonemia-Group-2 uc_sp.
euk_asv294	Eukaryota	Sagenista	MAST-7	MAST-7A	MAST-7A uc	MAST-7A uc	MAST-7A uc_sp.
euk_asv295	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_dorsalisulcum
euk_asv296	Eukaryota	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_sp.
euk_asv298	Eukaryota	Picozoa	Picozoa uc	Picozoa uc	Picozoa uc	Picozoa uc	Picozoa uc_sp.
euk_asv299	Eukaryota	Ciliophora	Phyllopharyngea	Suctoria	Suctoria uc	Suctoria uc	Suctoria uc_sp.
euk_asv300	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv301	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
euk_asv302	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-10-and-11	Dino-II-10-and-11 uc	Dino-II-10-and-11 uc_sp.
euk_asv303	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodiniaceae uc	Gymnodiniaceae uc
euk_asv304	Eukaryota	Opalozoa	MAST-3	MAST-3F	MAST-3F uc	MAST-3F uc	MAST-3F uc_sp.
euk_asv305	Eukaryota	Chlorophyta	Palmophyllophyceae	Prasinococcales	Prasinococcales-Clade-B	Prasinoderma	Prasinoderma_sp.
euk_asv306	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochophyceae uc	Florenciellales	Florenciella	Florenciella_parvula
euk_asv307	Eukaryota	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_sp.
euk_asv309	Eukaryota	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagomonas	Pelagomonas_calceolata
euk_asv311	Eukaryota	Pseudofungi	MAST-1	MAST-1C	MAST-1C uc	MAST-1C uc	MAST-1C uc_sp.
euk_asv312	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae I	Chrysophyceae I uc	Chrysophyceae I uc_sp.
euk_asv313	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Abedinium	Abedinium_dasypus
euk_asv314	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-5	Dino-II-5 uc	Dino-II-5 uc_sp.
euk_asv315	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_sp.
euk_asv316	Eukaryota	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Chytridiomycetes uc	Chytridiomycetes uc_sp.
euk_asv317	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_B	Leegaardiella	Leegaardiella_sp.
euk_asv318	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Chytriodiniaceae	Chytriodinium	Chytriodinium_roseum
euk_asv319	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-10-and-11	Dino-II-10-and-11 uc	Dino-II-10-and-11 uc_sp.
euk_asv320	Eukaryota	Chlorophyta	Palmophyllophyceae	Prasinococcales	Prasinococcales-Clade-B	Prasinoderma	Prasinoderma_sp.
euk_asv321	Eukaryota	Sagenista	MAST-7	MAST-7A	MAST-7A uc	MAST-7A uc	MAST-7A uc_sp.
euk_asv322	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_H	Strombidiidae_H uc	Strombidiidae_H uc_sp.
euk_asv323	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-16	Dino-II-16 uc	Dino-II-16 uc_sp.
euk_asv324	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_B	Leegaardiella	Leegaardiella_sp.
euk_asv325	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Conticribra	Conticribra_weissflogii
euk_asv326	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_B	Leegaardiella	Leegaardiella_sp.
euk_asv327	Eukaryota	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
euk_asv328	Eukaryota	Ciliophora	Spirotrichea	Strombidiida_B	Strombidiida_B uc	Strombidiida_B uc	Strombidiida_B uc_sp.
euk_asv329	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv330	Eukaryota	Ochrophyta	Pelagophyceae	Pelagophyceae uc	Pelagophyceae uc	Pelagophyceae uc	Pelagophyceae uc_sp.
euk_asv331	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Navicula	Navicula_sp.
euk_asv332	Eukaryota	Radiolaria	Polycystinea	Nassellaria	Nassellaria uc	Nassellaria uc	Nassellaria uc_sp.
euk_asv333	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_B	Strombidiidae_B uc	Strombidiidae_B uc_sp.
euk_asv334	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Navicula	Navicula_sp.
euk_asv335	Eukaryota	Chlorophyta	Pyramimonadales	Pyramimonadales uc	Pyramimonadales uc	Pyramimonadales uc	Pyramimonadales uc_sp.
euk_asv336	Eukaryota	Radiolaria	Acantharea	Arthracanthida-Symphyacanthida	Arthracanthida-Symphyacanthida uc	Acanthostaurus	Acanthostaurus_purpurascens
euk_asv337	Eukaryota	Mesomycetozoa	Ichthyosporea	Ichthyosphonida	Abeoformidae_Group_MAIP_2	Abeoformidae_Group_MAIP_2 uc	Abeoformidae_Group_MAIP_2 uc_sp.
euk_asv338	Eukaryota	Radiolaria	RAD-B	RAD-B uc	RAD-B-Group-IV	RAD-B-Group-IV uc	RAD-B-Group-IV uc_sp.
euk_asv339	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales uc	Gymnodiniales uc	Gymnodiniales uc
euk_asv340	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_sp.
euk_asv341	Eukaryota	Radiolaria	RAD-B	RAD-B uc	RAD-B-Group-I	RAD-B-Group-I uc	RAD-B-Group-I uc_sp.
euk_asv342	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-5	Dino-II-5 uc	Dino-II-5 uc_sp.
euk_asv343	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros_sp.
euk_asv344	Eukaryota	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae D	Stephanoecidae D uc	Stephanoecidae D uc_sp.
euk_asv345	Eukaryota	Pseudofungi	MAST-1	MAST-1C	MAST-1C uc	MAST-1C uc	MAST-1C uc_sp.
euk_asv346	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Tontoniidae_B	Tontoniidae_B uc	Tontoniidae_B uc_sp.
euk_asv347	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage uc	Protaspa-lineage uc_sp.
euk_asv348	Eukaryota	Sagenista	Labyrinthulomycetes	Thraustochytriales	Thraustochytriaceae	Thraustochytriaceae uc	Thraustochytriaceae uc_sp.
euk_asv349	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
euk_asv350	Eukaryota	Streptophyta	Embryophyceae	Embryophyceae uc	Embryophyceae uc	Allium	Allium_fistulosum
euk_asv351	Eukaryota	Pseudofungi	MAST-1	MAST-1C	MAST-1C uc	MAST-1C uc	MAST-1C uc_sp.
euk_asv352	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv353	Eukaryota	Radiolaria	RAD-A	RAD-A uc	RAD-A uc	RAD-A uc	RAD-A uc_sp.
euk_asv354	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-10-and-11	Dino-II-10-and-11 uc	Dino-II-10-and-11 uc_sp.
euk_asv355	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Thoracosphaeraceae uc	Thoracosphaeraceae uc_sp.
euk_asv356	Eukaryota	Radiolaria	RAD-C	RAD-C uc	RAD-C uc	RAD-C uc	RAD-C uc_sp.
euk_asv357	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv358	Eukaryota	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae D	Stephanoecidae D uc	Stephanoecidae D uc_sp.
euk_asv359	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-13	Dino-II-13 uc	Dino-II-13 uc_sp.
euk_asv360	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Coscinodiscophyceae	Rhizosolenia	Rhizosolenia_formosa
euk_asv361	Eukaryota	Chlorophyta	Pyramimonadales	Pyramimonadales uc	Pyramimonadales uc	Pterosperma	Pterosperma_sp.
euk_asv362	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Bacillaria	Bacillaria_paxillifer
euk_asv363	Eukaryota	Ciliophora	Spirotrichea	Euplotia	Aspidiscidae	Aspidisca	Aspidisca_aculeata
euk_asv364	Eukaryota	Radiolaria	RAD-B	RAD-B uc	RAD-B-Group-IV	Sticholonche	Sticholonche_sp.
euk_asv366	Eukaryota	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonas	Paracercomonas_crassicauda
euk_asv367	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae	Strombidiidae uc	Strombidiidae uc
euk_asv368	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-7	Dino-II-7 uc	Dino-II-7 uc_sp.
euk_asv369	Eukaryota	Pseudofungi	MAST-1	MAST-1C	MAST-1C uc	MAST-1C uc	MAST-1C uc_sp.
euk_asv370	Eukaryota	Haptophyta	Haptophyta uc	Haptophyta uc	Haptophyta uc	Haptophyta uc	Haptophyta uc_sp.
euk_asv371	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
euk_asv372	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Pentapharsodinium	Pentapharsodinium_sp.
euk_asv373	Eukaryota	Opalozoa	MAST-3	MAST-3I	MAST-3I uc	MAST-3I uc	MAST-3I uc_sp.
euk_asv374	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-7	Dino-II-7 uc	Dino-II-7 uc_sp.
euk_asv375	Eukaryota	Ciliophora	Spirotrichea	Tintinnida	TIN_05	Tintinnopsis_05	Tintinnopsis_tubulosoides
euk_asv376	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_B	Leegaardiella	Leegaardiella_sp.
euk_asv377	Eukaryota	Pseudofungi	MAST-2	MAST-2C	MAST-2C uc	MAST-2C uc	MAST-2C uc_sp.
euk_asv378	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-III	Dino-Group-III uc	Dino-Group-III uc	Dino-Group-III uc_sp.
euk_asv379	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_sp.
euk_asv380	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-7	Dino-II-7 uc	Dino-II-7 uc_sp.
euk_asv381	Eukaryota	Sagenista	MAST-8	MAST-8D	MAST-8D uc	MAST-8D uc	MAST-8D uc_sp.
euk_asv382	Eukaryota	Cercozoa	Chlorarachniophyceae	Chlorarachniophyceae uc	NPK2-lineage	NPK2-lineage uc	NPK2-lineage uc_sp.
euk_asv383	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv384	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-20	Dino-II-20 uc	Dino-II-20 uc_sp.
euk_asv385	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-30	Dino-II-30 uc	Dino-II-30 uc_sp.
euk_asv386	Eukaryota	Radiolaria	Acantharea	Acantharea-Group-VI	Acantharea-Group-VI uc	Acantharea-Group-VI uc	Acantharea-Group-VI uc_sp.
euk_asv387	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-15	Dino-II-15 uc	Dino-II-15 uc_sp.
euk_asv388	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv389	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc_sp.
euk_asv390	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_R	Strombidiidae_R uc	Strombidiidae_R uc_sp.
euk_asv391	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-7	Dino-II-7 uc	Dino-II-7 uc_sp.
euk_asv392	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae F	Chrysophyceae F uc	Chrysophyceae F uc_sp.
euk_asv393	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_heterogrammum
euk_asv394	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_A	Strobilidiidae_A uc	Strobilidiidae_A uc_sp.
euk_asv395	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-30	Dino-II-30 uc	Dino-II-30 uc_sp.
euk_asv396	Eukaryota	Ciliophora	Spirotrichea	Hypotrichia	Hypotrichia uc	Bergeriella	Bergeriella_ovata
euk_asv397	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-3	Dino-I-3 uc	Dino-I-3 uc_sp.
euk_asv398	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Bacillaria	Bacillaria_paxillifer
euk_asv399	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
euk_asv401	Eukaryota	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Aureococcus	Aureococcus_anophagefferens
euk_asv403	Eukaryota	Dinoflagellata	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos_fusus
euk_asv404	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv405	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv406	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-2	Dino-I-2 uc	Dino-I-2 uc_sp.
euk_asv407	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ebriida	Ebriidae	Ebria	Ebria_tripartita
euk_asv408	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_dorsalisulcum
euk_asv409	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_H	Strombidiidae_H uc	Strombidiidae_H uc_sp.
euk_asv410	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_M	Strombidium_M	Strombidium_M_sp.
euk_asv411	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-20	Dino-II-20 uc	Dino-II-20 uc_sp.
euk_asv412	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-23	Dino-II-23 uc	Dino-II-23 uc_sp.
